20130131,20130228,20130328,20130430,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140131,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180329,20180430,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181231,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200131,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220131,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731,20230831,20230929,20231031,20231130,20231229
MAR,SNI,WY,MAR,SLM,CHK,MOS,ETR,WHR,FTI,CLX,ADS,BWA,XRX,CHK,OKE,SYY,L,ORLY,DVA,FTI,ADSK,BBBY,EW,LNC,CLX,A,NI,DTE,AA,DVA,AAP,HES,AME,WRK,NOV,VMC,MSI,FCX,RCL,RCL,MRO,ADS,CTXS,MCHP,AWK,EFX,RCL,IDXX,MYL,BLL,HSY,MSI,RSG,FAST,STX,FE,FE,GWW,GWW,FE,NEM,SWKS,EVRG,KLAC,LLL,MXIM,HSY,CNP,ANET,EVRG,CMS,CMS,MLM,K,OMC,SWKS,CXO,TFX,K,ALGN,IFF,KSU,TSCO,BR,CBRE,FTNT,DOV,CAG,ODFL,CDW,ARE,MLM,ETR,MKC,QRVO,IP,KHC,EXR,MAA,VFC,ENPH,MAA,URI,FANG,MLM,FTV,ULTA,CEG,HIG,MOH,MRO,FE,RJF,RF,MPWR,FSLR,DAL,DTE,STE,HIG,BR,MTB,HPE,MTB,DTE
BFB,WY,OI,BEAM,XRX,ALTR,CLX,ALTR,BWA,BFB,FRX,BWA,AME,FLR,JNPR,ETR,FTR,MAT,CCL,PNR,L,BWA,NTAP,CF,DVA,BWA,RHT,WHR,COG,GPC,HOT,CAM,NUE,DVA,NUE,LRCX,FAST,FOX,CAM,FOX,CTXS,NOV,KIM,BEN,AA,VIAB,RCL,BEN,ULTA,FE,GPN,AEE,GPN,CAG,STX,LEN,DHI,LNC,HST,CMA,ESS,ESS,WCG,RMD,CAG,TSS,CAH,CMS,TSS,MXIM,BBY,HES,HES,EVRG,BBY,BBY,LEN,AMCR,AMCR,AMCR,APTV,ODFL,CBRE,DGX,DPZ,DOV,VIAC,FE,SIVB,SYF,ODFL,EFX,ARE,TSCO,KEY,MKC,MAA,CERN,NTRS,XYL,EXPE,STE,KEY,ALB,ABC,VTR,VMC,PPL,CHD,URI,NDAQ,EFX,LYB,LH,RJF,FE,DTE,PPL,VRSN,MKC,HPE,GPC,ILMN,AEE,ULTA,WAB
KSS,HRS,SYMC,WEC,KMX,SPLS,KEY,WYNN,FLR,BWA,WHR,SWK,DTE,DTE,NLSN,AME,SNDK,EMN,ADI,RRC,HOG,COG,LRCX,CLX,HOT,PFG,BWA,GPC,A,WHR,GPC,KMX,TSO,CTXS,EFX,RF,FOX,ADSK,IVZ,AWK,IVZ,MAR,WDC,HSIC,HSIC,MCHP,HSY,EXPE,HSIC,WRK,Q,TAP,DOV,WAT,INCY,RSG,EMN,TPR,CTAS,EVRG,O,RSG,NEM,EXPE,HSY,KLAC,AAL,SNPS,INCY,CBRE,NUE,BBY,ARE,IP,LEN,EFX,EFX,MLM,K,DOV,EXR,WDC,PAYC,PAYC,DFS,VAR,TFX,VLO,AMCR,CDW,NTRS,KEY,RSG,VRSN,CLX,GRMN,XYL,AEE,DLTR,CTLT,VRSN,VRSN,SYF,SWKS,PARA,GWW,URI,MTCH,VTR,LH,LYB,CAH,EQR,WBD,MLM,EXR,DOV,CAH,EQR,ENPH,ULTA,RCL,CTRA,MPWR,ES,ILMN
BEAM,AET,URBN,EMN,RL,XLNX,SPLS,BWA,DTE,CLX,AME,EMN,SWK,MAT,KEY,PFG,JOY,ESV,XEL,RIG,PNR,NLSN,CF,KSU,PFG,KORS,CF,MOS,GPC,DTE,PLL,AKAM,RF,FE,CAM,LH,ENDP,AA,EXPE,IVZ,WDC,WHR,ADSK,HST,AWK,HES,XRAY,MSI,KLAC,MSI,WRK,DHI,NTAP,XRAY,EXPE,MHK,DOV,HES,ESS,O,ETFC,CAH,ULTA,HSY,ABMD,IFF,MGM,HBAN,HES,ARE,EFX,EFX,CINF,K,CFG,MLM,INCY,TFX,LH,HAL,WDC,TTWO,KMX,ESS,NDAQ,BR,CBRE,LVS,DOV,PXD,SYF,OKE,WST,KMX,OXY,MLM,CLX,HBAN,VFC,TSN,DAL,NDAQ,DTE,IT,ETR,FANG,CHD,FTV,GPC,MKC,URI,FE,CAH,WAT,HBAN,DTE,TDY,EQR,BAX,HPE,WTW,DTE,DTE,MOH,WAB,EBAY
GPS,EA,AET,ALTR,XLNX,KMX,LNC,CLX,ETR,SJM,OKE,FTI,EMN,AA,SWK,ADS,LUMN,DVA,ROK,BBBY,DVA,PNR,NI,BLKFDS,BCR,BBBY,SNDK,EQT,ETR,HBI,KMX,GPC,LNC,TSO,HSIC,LNC,VRSK,CXO,AA,SWKS,LH,DVA,BEN,MCHP,FCX,RCL,HBAN,FAST,AWK,BHGE,WAT,RSG,XRAY,CMA,RSG,INCY,NBL,LLL,CLX,SIVB,AWK,EFX,AWK,LLL,LH,AJG,CMS,INCY,ANSS,CMS,COO,FRC,FRC,EXR,AMCR,NUE,LH,K,DOV,KSU,LH,TIF,DAL,PEAK,MAS,GWW,DOV,GWW,GRMN,GWW,AKAM,CHD,AEE,AEE,TER,EIX,KMX,CRL,VTR,CZR,TSN,MKC,IR,FE,SWK,ULTA,IT,WAT,MAA,RJF,TSN,LEN,RF,HPE,PFG,ETR,BAX,MTB,FE,LUV,EQR,CTRA,EQR,WAB,MOH,PHM
DVA,LUK,BMS,CHK,ALTR,PFG,RL,PRGO,AME,AME,EMN,XLNX,FAST,PFG,PFG,CAG,OI,ADSK,HIG,AME,DPS,CF,DVA,NI,RCL,HOG,GMCR,EW,HSY,PLL,MOS,MOS,VMC,CAM,FOX,DVN,LRCX,HOT,HST,LH,GWW,SYMC,MHK,AA,CTXS,XLNX,CTXS,WHR,NLSN,BBY,AWK,BBY,ANDV,NWL,ANDV,URI,TPR,DHI,LLL,RSG,HST,MSCI,MKC,TTWO,CMS,HCP,GPC,CNP,CBRE,CNP,NTAP,CBRE,FCX,CFG,TFX,LH,MLM,HES,KSU,EVRG,IP,HIG,VMC,ABC,HIG,NDAQ,VTR,XYL,CMS,XYL,AEE,HAL,GNRC,WDC,VRSN,TSN,VTR,ETR,WAT,STE,LYB,URI,URI,PKI,GWW,ESS,GWW,TTWO,PPL,TSCO,LEN,RF,CF,HBAN,PWR,EQR,MKC,HOLX,FSLR,LH,GPC,BAX,ALB,ULTA,AEE,NVR
CMG,BMC,NTH,BSX,DVA,KSS,BWA,KEY,GPS,OKE,XLNX,WHR,PFG,ESV,AME,MAR,AMP,AME,K,GGP,ADSK,CLX,KSU,ESS,A,MNK,RCL,HSY,AKAM,AME,UHS,UHS,HST,HST,XLNX,PFG,LH,LRCX,VRSK,TSCO,TSCO,BLL,HST,RHT,PRGO,FOX,ADS,LH,WRK,ETR,IVZ,MSI,NWL,TAP,VRSK,CTAS,TDG,BHGE,FE,CAH,MGM,TSS,RSG,FAST,TSS,AAL,CTL,ANET,HCP,RF,DHI,ARE,MXIM,CPRT,MXIM,TFX,RF,PEAK,FTNT,MXIM,LDOS,DOV,TSCO,HOLX,ZBRA,FE,DGX,TYL,KSU,AMCR,MLM,NTRS,HPE,OXY,TTWO,EXPD,OXY,COO,MAA,HBAN,KMX,VFC,FE,DOV,DOV,ENPH,MLM,CMS,IT,CHD,HBAN,PWR,PPL,PWR,EQR,LH,PPL,CLX,IFF,AEE,ETR,ULTA,GPC,EQR,HWM,HPE
OKE,XYL,LDOS,RSG,PFG,BFB,KMX,KMX,LNC,KSS,DTE,BFB,ESV,OKE,XRX,LNC,ZION,XLNX,APH,KSU,KSS,EW,CLX,DVA,WEC,NI,UA,BWA,BWA,COG,WFM,VMC,SRCL,HSY,ENDP,ETR,GWW,MU,AWK,CMG,DVA,VRSK,VRSK,PFG,VIAB,LH,MSI,BLL,HBAN,LLL,TXT,O,O,FOX,HSY,CAG,O,CLX,APA,AWK,OMC,HST,MSCI,IFF,EXPE,CAH,CBRE,ABMD,LH,LH,GPC,CINF,RF,COO,RF,RF,MGM,EFX,OMC,MAA,DOV,DFS,ABC,OKE,DRE,HOLX,BR,GRMN,TYL,DOV,COO,VTR,QRVO,DOV,AEE,CZR,EXPD,TSCO,FLT,ANET,HIG,LYB,AEE,ENPH,ESS,ALGN,TSCO,IT,FANG,NDAQ,RF,PFG,IR,CAH,LUV,DOV,MTB,LVS,HPE,FE,IFF,AEE,ES,TRGP,NVR,STE
SJM,EIX,M,DVA,BFB,DVA,BFB,SLM,BFB,WHR,STZ,KEY,FTI,MAR,FLR,XLNX,PKI,NEM,MOS,KLAC,CLX,AME,BWA,RHT,NEM,RF,HBI,NEM,NEM,HSY,TSN,AA,EXPE,VMC,WHR,COL,CFG,COL,DVA,CTXS,SWKS,HOT,HOT,AWK,KEY,VRSK,MJN,FOX,GPN,HCP,DOV,DOV,FE,VRSK,CAG,ESS,RSG,WRK,FAST,EFX,CAH,BR,TTWO,CHD,LLL,EXPE,INCY,CMG,RMD,SYMC,WAT,EXPE,FANG,FANG,EVRG,K,AMCR,NUE,MLM,FTNT,STE,ABC,IFF,KMX,DOV,VTR,FE,TSCO,XYL,VTR,OKE,VRSN,TTWO,QRVO,DOV,FLT,TRMB,MAA,DTE,TER,POOL,HIG,ETR,HBAN,PKI,NTRS,PARA,GWW,TTWO,PWR,PPL,IR,MKC,EQR,CFG,RJF,HPE,EXR,FICO,MTB,FE,MTB,ULTA,ES,CTRA,ES
RSG,HRL,NDAQ,AVP,BEAM,WYNN,PRGO,OKE,SJM,BBY,SLM,CLX,ADS,DVA,MAR,COH,NFX,KEY,NTRS,XEC,SWN,ESS,ESS,FAST,MNK,NEM,XRX,RF,RF,RCL,AA,TSN,CAM,HBI,HSY,CAM,KIM,HST,FOX,M,CHD,EXPE,PRGO,WDC,CFG,ABC,FE,XRAY,MLM,BLL,GPC,LLL,VRSK,NTAP,MRO,TSS,APA,CAG,O,LLL,PFG,RMD,KLAC,WAT,GWW,CTXS,IFF,MXIM,CFG,AJG,CNP,HCP,WDC,BR,HES,MXIM,FCX,MGM,EVRG,ULTA,OMC,IP,ZBRA,DPZ,CBRE,MAS,PAYC,COO,BR,EXPE,TFX,IP,WDC,CHD,XYL,DOV,VRSN,PPL,IP,RF,ESS,USD,STE,CFG,ZBRA,PPL,CF,CTLT,TSCO,BR,LH,CFG,ANSS,RF,HPE,CFG,EQR,DOV,STE,WBA,WBA,MKC,NVR,MTB,TRGP,EQR
XLNX,EL,MOS,LUV,LUV,CF,SLM,KSS,OKE,ETR,KEY,CTXS,KSU,CAG,FTI,NEM,PCG,HP,TT,NI,AME,EA,DOV,AME,ADSK,LRCX,ADSK,AKAM,PLL,UHS,AME,MHK,SJM,GWW,HST,XLNX,EXR,HRL,AEE,MHK,RF,CTXS,XLNX,CFG,IVZ,AA,HST,ADS,XRAY,HSIC,CAG,HLT,EXPE,ABC,TAP,NBL,CAG,VMC,PFG,WAT,WAT,EXPE,EFX,HES,IFF,VMC,ARE,LH,DRI,SWKS,BR,TFX,TFX,NUE,NUE,MAA,CAH,CHD,NLOK,IP,JKHY,HOLX,STE,BR,PEAK,ZBRA,LVS,AKAM,EXPE,GRMN,WDC,MTB,TSCO,HPE,GRMN,TSCO,FLT,NDAQ,PPL,MPWR,DRE,STX,PPL,AEE,MTB,CF,MAA,VMC,HIG,RF,DRE,EPAM,PWR,XYL,HOLX,CHD,LH,MPWR,ETR,PODD,WAB,DOV,DOV,FE,DOV,DOV
AA,RHI,LSI,KSS,FLR,KEY,JNPR,PVH,SLM,XRX,MUR,DLTR,ADSK,NLSN,ESV,DVA,AIZ,NRG,HOT,EMN,FAST,LRCX,L,NTAP,BWA,AME,KORS,MNK,KSS,LRCX,LH,HOT,ETR,HSIC,DVA,MHK,AME,MHK,MHK,DVA,FOX,BEN,MLM,HOT,VRSK,CHD,XEC,FE,AME,HBAN,HLT,FE,FAST,TXT,HST,EMN,ETFC,NOV,RSG,DGX,EVRG,ANSS,ANSS,APA,MRO,MSCI,SNPS,EVRG,EVRG,WAT,MXIM,RF,CPRT,MKTX,CNP,CFG,DOV,DOV,UAL,HES,MLM,EVRG,HOLX,GRMN,ABC,GRMN,EXPD,ZBRA,AKAM,MLM,DGX,KMX,VTR,RF,EIX,KMX,AEE,CTLT,MLM,HES,CHD,DTE,DRE,ZBRA,CF,DRE,LEN,CNP,MTCH,DAL,LUV,LH,PFG,EXR,VTR,PFG,HOLX,FSLR,EXR,ETR,ENPH,ETR,AEE,PPL,EQR,ETR
CCE,MJN,PXD,PFG,PRGO,SLM,OKE,FLR,KMX,KEY,FTI,DTE,DVA,FTI,OKE,FLR,LEG,CF,KORS,DPS,LRCX,BBBY,NLSN,LRCX,LRCX,RHT,EQIX,BBBY,LRCX,BWA,ETR,A,FOX,EFX,O,VRSK,DVA,HES,XLNX,LRCX,MAR,MKC,WAT,PRGO,WAT,RSG,BLL,ETR,FE,CMS,AEE,IVZ,RSG,LB,URI,TPR,CTAS,WAT,WAT,MSCI,TSS,OMC,HST,AAL,ABC,GWW,HBAN,AAL,SYMC,EFX,CPRT,NTAP,DHI,TTWO,AKAM,SWKS,CINF,BKR,CFG,FCX,ATO,BR,EVRG,KSU,QRVO,COO,KMX,STE,DGX,HIG,XYL,COO,TER,KEY,EXPD,XYL,PPL,FLT,USD,CRL,HBAN,WAT,RF,VTR,DRE,FTV,RF,AMCR,NTRS,CNP,PWR,MKC,CFG,CHD,EXR,STLD,ARE,LH,DRI,DOV,RJF,WAB,TRGP,DOV,RJF,RJF
DPS,TRIP,LM,DPS,MAR,BEAM,KSS,WHR,CLX,FRX,GPS,STZ,KEY,GGP,NTAP,KEY,EQR,CAG,XRX,FAST,EMN,DLTR,AME,L,KSU,MSI,ALTR,COL,UA,A,AAP,HBI,HBI,WHR,LRCX,FAST,AAP,AEE,CTXS,UHS,MHK,MLM,AEE,IVZ,XEC,XEC,VRSK,RSG,IVZ,IDXX,KMX,IDXX,ALB,IVZ,TXT,FE,MHK,CTAS,WRK,RMD,EFX,EVRG,EXPE,HST,HST,SNPS,EXPE,HCP,MYL,K,HES,CPRT,MLM,CBS,BHGE,AMCR,TFX,CAG,IP,DGX,DRE,FITB,DOV,JKHY,GWW,VIAC,XYL,DPZ,SYF,COO,HIG,HPE,LVS,VTR,CHD,PPL,QRVO,EIX,HES,WAT,CTLT,ESS,STX,ETR,CTRA,FLT,CMS,DAL,NDAQ,LEN,WST,K,MRO,LUV,STE,CAH,CAH,VRSN,INVH,VRSN,CTRA,FLT,ETR,RJF,STE,HWM
SIAL,NBR,EIX,XLNX,AVP,PVH,PVH,BFB,MUR,SLM,KSS,NLSN,CLX,ADSK,DVA,GMCR,ALLE,XTSLA,CAM,SIAL,BWA,OKE,BCR,BWA,FAST,UA,COL,UA,AME,KEY,TSCO,MSI,MHK,TSCO,HBI,NWL,WDC,TSCO,TSCO,RF,EQT,AA,KEY,GWW,MSI,HSIC,ABC,TXT,FOX,HST,MSI,HST,GGP,HST,ESS,IQV,AWK,ETR,EMN,MTD,CBRE,ETFC,AEE,GPC,IT,CBRE,LH,AJG,COO,EXPE,DRI,PFG,HCP,MXIM,CE,WDC,K,WCG,CAG,MLM,MAA,SJM,ULTA,IP,LVS,FITB,FITB,EXPD,MLM,BR,URI,CTLT,RF,FE,ETR,VTR,STE,VRSN,EIX,KEY,XYL,EXPD,HBAN,ABC,TDY,TDY,FLT,GPC,DAL,MOH,CAH,TSN,EXR,PFG,CAH,PPL,CLX,CTRA,HOLX,DRI,FSLR,RJF,MOH,GPC,FITB,TDY
FIS,KR,ANF,KIM,RSG,RSG,CNP,NYX,KSS,BEAM,KMX,NEM,ETR,KEY,ETR,GGP,HCBK,XEC,MSI,ADSK,CHK,KMX,KMX,BCR,MAC,DVA,HOG,ADSK,EQT,BCR,KEY,SRCL,WHR,A,CTXS,FOX,CHD,IVZ,COL,CFG,CFG,RSG,DVA,VRSK,MHK,AKAM,M,ABC,SJM,ALGN,NBL,CAG,HST,MSI,GPC,SJM,INCY,ABC,CAG,AEE,MTD,AWK,PFG,KLAC,MSCI,HBAN,BBY,VMC,MXIM,XYL,L,GPC,MGM,FRC,EXR,KMX,WCG,RF,FCX,TIF,WAT,LDOS,LDOS,FITB,EVRG,PEAK,STE,SIVB,FTNT,TYL,ALB,RSG,ETR,TER,HPE,WAT,NDAQ,OXY,ESS,KMX,STE,AEE,BBY,BBY,SWKS,LEN,CFG,CEG,ALGN,STE,MKC,PPL,HPE,MOH,NDAQ,TDY,CTRA,TTWO,CLX,EXR,INVH,INVH,TDY,VRSN,PHM,PTC
DGX,SNA,AIZ,MU,SPLS,CNP,WYNN,BEAM,BEAM,KLAC,CTXS,SLM,SIAL,ALTR,TSN,WHR,STI,NI,ROP,ESS,TAP,BCR,PNR,PNR,TAP,KSU,MSI,AME,HBI,ETR,SNDK,EQT,EFX,ENDP,EXPE,WRK,AEE,VRSK,MSI,ADS,NOV,CNC,CMS,EXPE,RCL,NOV,VIAB,MJN,HRS,ABC,NLSN,XRAY,IVZ,EXPE,TDG,DHI,WYNN,BFB,AWK,ANSS,RMD,STX,CMA,ABC,CTXS,LH,LEN,ANSS,K,DHI,LEN,DRI,ALGN,BBY,CAG,DOV,HES,MXIM,MXIM,KMX,XYL,HPE,BR,DOV,GRMN,CAH,QRVO,FTNT,STE,CAG,GRMN,HOLX,GRMN,TRMB,CFG,IT,LB,TDY,CERN,PPL,RF,ETR,MTB,STX,FTV,CMS,CNP,MLM,MPWR,MPWR,CNP,LYB,DOV,CFG,DOV,HPE,LUV,CNP,PPL,FICO,FICO,TDY,WAB,NVR,IFF,IFF
NFLX,LO,DNB,ADT,SIAL,NYX,WHR,RL,KEY,STZ,ETR,KSS,MAR,GPS,NEM,NTAP,R,GGP,SWN,KEY,CTXS,CAM,TSN,KSS,CFN,RCL,AKAM,ALTR,BCR,AKAM,MHK,LH,TSCO,ADSK,M,GWW,HRL,HBI,SYMC,CHD,HOT,TSCO,CHD,CHD,ADS,AEE,RSG,CTL,HST,MLM,XRAY,BEN,TXT,GGP,CBOE,AWK,MTD,K,EXPE,WRK,AMD,AEE,BR,NOV,VMC,COO,WCG,ARE,AJG,RMD,FCX,INCY,INCY,DRI,PFG,EVRG,KMX,LH,MGM,CINF,PEAK,XYL,MTB,TYL,ESS,DGX,MLM,EXR,TSCO,CMS,VTR,TYL,VRSN,GRMN,VTR,TRMB,ANET,MKC,KMX,ESS,TRMB,FE,ESS,IR,PPL,ZBRA,ALGN,PKI,IR,NTRS,DAL,ANSS,EPAM,CTRA,STLD,BAX,VRSN,ARE,DOV,IFF,DOV,FE,FLT,LH,PPL,BLDR
KLAC,POM,JBL,CCE,WHR,BWA,BEAM,FRX,WU,BCR,BCR,MUR,GGP,NEM,WHR,CLX,TYC,FLR,FTI,GPS,KEY,EMN,EMN,COG,KSS,BCR,RF,HBI,COL,TSN,HBI,WFM,UHS,MRO,AA,HOT,CTXS,LH,CHD,VRSK,VRSK,ADSK,EQT,MRO,EQT,MSI,AWK,L,ETR,FOX,FE,TXT,CMA,ETR,O,ETFC,URI,EMN,BFB,ETR,STX,TTWO,OMC,CMA,AJG,DRI,COO,HST,EFX,GPC,CBRE,BR,HBAN,CXO,WAT,CE,COO,COO,CINF,XYL,LNT,KSU,TIF,NDAQ,VTR,QRVO,ETSY,TFX,IR,CTLT,AMCR,TRMB,TFX,CZR,TSCO,HAL,HES,MPWR,KEY,HAL,STX,POOL,PKI,HPE,ULTA,HPE,CEG,PWR,ULTA,TTWO,NTRS,TDY,XYL,AES,VRSN,HOLX,OMC,TDY,PODD,INVH,DRI,NVR,BAX,TDY,FE,MOH
DLTR,HAS,MJN,CHRW,KEY,LNC,NYX,SIAL,LUV,ALTR,SJM,JNPR,NI,DLTR,HP,ESV,AIV,NTAP,DOV,MNST,TSN,FAST,FAST,CFN,UA,PNR,SLG,L,RCL,TXT,HSIC,ETR,BBY,MHK,HOT,XL,HRS,CPB,LH,MSI,UHS,HST,PFG,WAT,BEN,ADS,WRK,XEC,WAT,IVZ,ETR,CMA,TAP,URI,EFX,CBG,GWW,LEN,RMD,EXPE,AEE,DHI,MTD,CMS,CBRE,PCG,KEYS,RMD,CAH,WDC,KEYS,WAT,DXC,RF,COO,INCY,CE,CINF,KMX,EXPE,PXD,HRL,JKHY,COO,FITB,NVR,PEAK,TER,PXD,WDC,TYL,TSCO,MTB,GNRC,GNRC,CCL,TSN,EXPD,MPWR,CERN,KEY,PPL,CFG,ESS,VRSN,CNP,HBAN,LEN,CTLT,MOS,K,DOV,WAT,CNP,NTRS,CTRA,STE,INVH,LH,RJF,PPL,TRGP,RJF,DRI,VRSN,IRM
SPLS,TYC,CVC,NI,CNP,JNPR,FRX,CNP,CNP,NYX,BBY,AA,NEM,ETR,KLAC,JNPR,PEG,TRIP,EQT,EA,DLTR,XLNX,TAP,WYNN,WYNN,AKAM,AME,KORS,TXT,EQT,TSO,HOG,A,RF,LH,HES,XL,KIM,KIM,HST,AA,MHK,SWKS,NOV,GWW,PRGO,LH,AWK,CAG,DOV,HST,KMX,BEN,MRO,IQV,TAP,IQV,ULTA,MSCI,CBRE,ABMD,SNPS,NBL,CA,TXT,L,AJG,EXPE,SWKS,CAG,INCY,XYL,PFG,WAT,MAA,GPC,MAA,INCY,MAA,PAYC,CINF,FCX,FITB,VTR,OXY,EXPD,SYF,VTR,K,AKAM,EXPE,GRMN,DOV,COO,FE,HBAN,ESS,CZR,TRMB,VIAC,PPL,GWW,FANG,SBNY,HPE,MRO,HPE,CF,EPAM,CMS,MAA,VRSN,CNP,DOV,CHD,LUV,DRI,VTR,NDAQ,HOLX,LUV,CLX,MKC,CBOE,LH,VTR
WEC,TGNA,WPX,MKC,DGX,MAR,FLR,WU,SIAL,SPLS,BEAM,ADSK,ALTR,CCE,ALTR,HP,NDAQ,SIAL,ADS,WHR,NEM,TAP,XLNX,KEY,RHT,L,LH,BCR,KEY,KSS,FCX,MRO,HOT,LH,COL,CTXS,DVN,AME,NWL,MRO,MLM,SWKS,SYMC,RF,RF,L,HRS,WRK,TDG,HLT,NOV,CMS,EQT,AEE,AWK,BLL,ANDV,O,DHI,MGM,DHI,ETR,EVRG,WCG,MGM,BBY,ANSS,WDC,XYL,LEN,RF,DHI,DRI,INCY,HBAN,WCG,MKTX,LEN,PAYC,AKAM,DHI,PEAK,HIG,HES,HRL,XYL,MAS,ETSY,COO,OKE,DOV,CFG,TRMB,TTWO,ETSY,AEE,TDY,ULTA,CRL,TRMB,MKC,HBAN,GWW,GWW,LEN,SWK,DRE,K,CNP,IR,CHD,MOS,CHD,EPAM,TDY,VTR,SWKS,XYL,TDY,CLX,ARE,DRI,INVH,HWM,INVH,EXPE
KMX,URBN,PDCO,SIAL,NE,SIAL,RSG,SRCL,NYX,CTXS,PVH,ETR,RHT,WHR,LLTC,TXT,FSLR,KLAC,MAR,ESV,UAA,TSN,KSS,TIF,RF,LH,EQT,KEY,TSN,NEM,HOG,EFX,WFM,O,GWW,DVA,CMS,MAT,AME,AEE,XLNX,UHS,AAP,KIM,CHD,BEN,CTL,DGX,AEE,Q,ALGN,MLM,CTL,IQV,NBL,DGX,CBRE,RSG,ETR,XL,LNC,VRSN,BLL,MTD,CNP,ARE,CDNS,SYMC,RF,EVRG,SJM,DOV,BR,AKAM,ULTA,MGM,HBAN,FTNT,ULTA,RCL,STX,PAYC,NDAQ,HIG,TYL,PAYC,ABC,QRVO,OKE,HAL,ANET,PAYC,HES,HES,MTB,CHD,MKC,ESS,AEE,DTE,TYL,BBY,VFC,RJF,MPWR,CFG,WAT,DOV,PWR,HBAN,IR,TTWO,TDY,HOLX,CTRA,NTRS,STLD,COO,CTRA,WAB,HOLX,VRSN,HWM,ILMN,CBOE,FLT
WHR,WFM,UNS1,NE,NYX,FLR,SIAL,CA,BBY,MUR,NLSN,SIAL,NLSN,FLS,BCR,SIAL,EL,KSU,STZ,FLR,RRC,CFN,TIF,WEC,NTAP,CFN,BCR,DOV,XLNX,PNR,LRCX,KEY,HOG,XLNX,TSCO,HBI,MSI,NOV,CMS,KIM,PFG,COG,CMG,XEC,CMG,CMS,IVZ,HRS,VNO,NLSN,ABC,NBL,CMS,BEN,TSS,O,BFB,FTI,BHGE,LEN,WRK,MKC,WAT,MGM,HSIC,HST,RMD,SWKS,BHGE,CINF,IFF,EVRG,SWKS,LEN,FANG,CAH,MXIM,HBAN,EXPE,CFG,EXPD,MAA,GWW,ZBRA,VIAC,IP,GRMN,CTLT,URI,IR,MTB,TFX,KEY,MTB,IT,TTWO,COO,QRVO,BKR,TYL,GWW,CTLT,HPE,VRSN,RF,RF,TTWO,TDY,SEDG,VTR,TTWO,HPE,NTRS,VRSN,WST,CLX,TTWO,NDAQ,OMC,PPL,BR,COO,VRSN,EG,NDAQ,ARE
EXPD,BBY,BXP,NYX,CCE,FRX,WU,BBY,FRX,CNP,CA,DVA,DLTR,KSS,GGP,NI,JBL,TAP,BFB,TAP,GPS,TXT,TXT,TAP,AME,TXT,TXT,AMG,BBBY,TSCO,EFX,TSCO,CTXS,KMX,MHK,HST,COL,DVA,AAP,PFG,AEE,CPB,GWW,FAST,WHR,MLM,GWW,AEE,CNC,TXT,DHI,L,LB,NBL,FE,HSY,ETR,FAST,IQV,EMN,MSCI,DGX,ABC,BR,ANSS,CDNS,GWW,HES,TFX,PFG,WCG,L,EVRG,MAA,DRI,UDR,KSU,GPC,CXO,CXO,DFS,DRE,HRL,HRL,DAL,HRL,TYL,PEAK,NUE,URI,CAG,HIG,COO,LVS,QRVO,ETR,CHD,DLTR,IR,GRMN,PAYC,ULTA,VTR,DRE,NDAQ,CEG,AMCR,RJF,CF,CAH,CFG,INVH,TSN,TDY,ALGN,NDAQ,CNP,FICO,EXPD,BR,FITB,LUV,LH,IRM,NTAP,PPL
EQT,TT,GT,SLM,LNC,DGX,SRCL,RSG,KLAC,KMX,MAR,BEAM,WHR,SIAL,KSS,TSN,TE,CLX,RF,MAT,XLNX,KEY,UA,DOV,TXT,TSN,COG,TXT,DOV,COL,TXT,TSO,O,ETR,ETR,USD,RF,CMS,NOV,COL,GPN,AAP,FAST,EQT,WRK,KLAC,BBY,GWW,LLL,DISH,IDXX,BHGE,BLL,SJM,IVZ,TDG,TSS,GWW,AEE,MLM,VMC,ULTA,ETR,MSCI,SNPS,MGM,SYMC,K,DHI,CAH,EXR,MGM,IFF,MGM,DOV,CNP,GPC,EXPE,DGX,LDOS,NUE,NUE,MAA,GWW,EXPD,HAL,CTLT,NUE,VAR,FE,OXY,ALB,XYL,XYL,RCL,KEY,TER,STE,STE,IR,ULTA,GNRC,VRSN,COO,KEY,BBY,GPC,NDAQ,RF,MAA,BR,XYL,AES,NTRS,WAT,CINF,XYL,STE,RJF,NVR,PODD,LH,FE,CNP,DRI,INVH
